Description
h7_1

Time;12:17:28.903;12:17:29.600;12:17:30.331;12:17:31.433;12:17:32.337;12:17:33.335;12:17:34.425;12:17:35.343;12:17:36.298;12:17:37.326;12:17:38.314
562,8;0;310;315;323;370;331;343;323;310;326;274
565,1;0;308;308;319;304;300;317;300;304;311;307
567,3;0;299;245;281;292;263;284;259;290;274;288
569,6;0;242;251;244;262;253;264;226;275;264;267
571,8;0;220;218;247;250;240;215;193;229;233;252
574,1;0;206;196;187;185;195;197;189;198;199;195
576,3;0;205;170;212;184;198;181;162;204;191;189
578,6;0;145;175;163;154;138;164;126;127;159;149
580,8;0;139;134;160;146;158;136;151;129;127;107
583,0;0;137;105;84;131;105;106;142;83;123;102
585,3;0;114;102;81;101;93;77;114;83;92;85
587,5;0;123;130;116;141;118;132;137;139;143;131
589,7;0;133;128;122;126;109;118;105;113;107;124
591,9;0;145;162;162;202;170;161;125;124;132;144
594,1;0;158;148;162;177;144;152;143;130;151;166
596,3;0;212;188;195;163;186;224;209;167;187;177
598,4;0;229;228;232;240;221;236;223;265;226;242
600,6;0;327;308;291;282;306;295;320;297;326;307
602,8;0;323;329;373;382;337;392;368;348;333;354
605,0;0;376;337;380;392;381;395;388;370;371;391
607,1;0;435;474;451;439;431;461;442;474;460;449
609,3;0;454;497;471;459;443;487;473;460;470;470
611,4;0;499;476;472;475;487;474;468;468;473;447
613,6;0;470;488;504;495;482;472;516;471;447;468
615,7;0;441;423;412;424;435;422;439;426;425;429
617,8;0;449;391;411;420;390;391;424;403;399;411
620,0;0;412;420;401;423;445;437;387;409;402;388
622,1;0;348;355;397;373;363;378;373;365;357;380
624,2;0;303;311;304;339;307;301;309;290;331;303
626,3;0;276;286;283;283;269;271;292;283;244;286
628,4;0;286;300;293;263;280;257;267;271;258;260
630,5;0;237;257;254;260;217;271;269;257;255;243
632,6;0;221;178;191;194;199;172;191;195;165;182
634,7;0;223;196;199;202;221;204;214;224;200;201
636,7;0;208;201;185;211;171;187;195;205;184;185
638,8;0;220;207;194;180;213;216;219;201;184;204
640,9;0;178;158;172;183;173;162;155;169;176;194
642,9;0;160;157;149;165;139;162;154;147;145;142
645,0;0;133;170;159;125;108;139;129;137;129;100
647,0;0;118;80;121;112;101;122;137;114;114;117
649,1;0;109;106;118;107;120;130;92;122;115;107
651,1;0;90;93;82;101;89;63;115;87;80;121
653,1;0;110;78;86;104;82;91;81;72;70;66
655,1;0;50;86;92;79;93;91;93;72;62;64
657,1;0;101;107;66;84;96;101;118;109;88;95
659,2;0;80;66;43;36;55;84;66;29;46;69
661,2;0;82;85;51;77;53;80;41;58;76;57
663,1;0;37;20;62;33;67;35;64;51;21;76
665,1;0;29;47;60;57;56;48;46;36;74;36
667,1;0;22;44;22;45;28;28;6;29;24;32
669,1;0;20;31;18;34;34;25;15;6;18;37
671,1;0;19;9;33;8;33;17;49;10;6;16
673,0;0;63;79;27;57;60;63;65;65;58;70
675,0;0;39;79;60;33;55;50;42;30;49;50
676,9;0;58;63;50;55;38;49;61;44;79;63
678,9;0;71;49;26;37;38;51;36;30;57;26
680,8;0;35;27;11;53;48;29;42;47;58;36
682,7;0;43;3;45;28;31;0;47;21;44;14
684,7;0;40;31;37;67;43;42;54;33;62;62
686,6;0;19;45;33;43;46;25;27;45;27;23
688,5;0;51;74;68;60;80;53;69;61;64;55
690,4;0;40;19;12;21;11;0;11;6;52;0
692,3;0;41;34;12;20;28;33;17;7;42;33
694,2;0;63;46;37;42;68;33;60;41;47;59
696,1;0;0;0;0;0;29;2;29;24;0;0
697,9;0;37;32;22;28;45;15;43;36;49;67
699,8;0;0;0;42;7;3;31;40;0;0;12
701,7;0;41;2;30;30;10;38;30;41;7;31
703,5;0;9;36;30;0;27;6;8;23;29;19
705,4;0;21;27;21;19;26;17;30;16;16;0
707,2;0;18;20;2;16;32;0;0;0;8;0
709,1;0;36;7;0;33;21;11;15;28;0;31
710,9;0;0;11;11;0;14;21;23;16;7;42
712,7;0;23;0;22;6;36;0;14;0;15;0
714,6;0;8;34;19;9;26;22;10;34;10;7
716,4;0;41;39;46;43;35;8;43;23;15;27
718,2;0;51;82;71;68;55;40;27;52;28;69
720,0;0;13;29;9;27;24;0;2;32;44;69
721,8;0;44;55;66;28;39;48;25;54;62;50
723,6;0;26;52;23;49;37;33;55;24;50;50
725,4;0;53;56;33;70;49;78;53;43;77;33
727,1;0;10;46;32;47;3;0;23;27;0;20
728,9;0;17;22;32;31;0;11;3;0;0;0
730,7;0;0;0;0;0;0;12;0;0;0;0
732,4;0;30;13;29;31;9;26;21;12;35;17
734,2;0;50;13;19;37;36;43;0;17;31;20
735,9;0;43;24;35;16;30;33;60;11;31;17
737,7;0;0;0;0;0;3;0;0;0;7;0
739,4;0;54;9;11;35;22;38;62;35;26;37
741,1;0;25;4;0;0;0;22;0;0;16;37
742,8;0;12;45;0;23;50;28;31;37;29;60
744,5;0;27;28;25;15;9;19;26;12;38;7
746,3;0;20;0;0;22;21;0;16;17;26;23
748,0;0;20;10;28;8;22;22;28;21;68;13
749,6;0;30;0;17;6;0;31;4;1;0;0
751,3;0;7;0;10;0;0;0;0;0;3;0
753,0;0;0;0;0;0;0;14;10;0;2;0
754,7;0;32;4;22;10;29;38;44;0;22;32
756,4;0;29;14;21;8;0;32;26;3;12;0
758,0;0;0;0;0;0;11;16;0;0;11;1
759,7;0;6;4;17;5;0;41;8;32;0;29
761,3;0;4;0;9;10;0;0;0;10;11;1
763,0;0;25;28;11;31;1;30;9;9;29;31
764,6;0;0;0;0;20;0;0;0;8;2;7
766,2;0;4;0;4;0;0;0;0;0;9;0
767,9;0;7;16;23;27;12;32;33;12;12;15
769,5;0;32;46;10;33;34;23;59;48;13;32
771,1;0;41;20;32;38;11;17;51;48;40;41
772,7;0;25;0;0;1;25;8;26;19;10;6
774,3;0;31;0;27;22;1;6;0;41;8;0
775,9;0;0;0;0;15;0;10;0;0;19;0
777,5;0;8;0;0;0;0;0;0;0;0;0
779,1;0;0;0;0;15;47;0;23;0;0;25
780,6;0;9;9;0;0;3;11;0;0;5;25
782,2;0;0;0;0;20;0;0;0;6;0;0
783,8;0;17;29;17;51;9;26;6;3;5;19
785,3;0;24;11;34;0;16;27;21;18;48;19
786,9;0;34;1;14;10;2;11;28;0;0;12
788,4;0;41;0;7;29;31;38;21;3;12;5
790,0;0;13;8;0;6;0;2;0;0;0;0
791,5;0;28;7;0;20;0;25;0;0;33;34
793,0;0;15;17;16;24;15;3;0;4;0;8
794,5;0;9;18;34;19;12;4;33;13;26;0
796,0;0;0;0;22;10;0;0;28;0;0;10
797,6;0;0;0;6;7;0;0;0;0;9;0
799,1;0;13;3;20;31;16;4;29;3;23;17
800,6;0;24;24;0;0;16;0;21;26;17;22
802,1;0;12;18;12;20;4;0;0;35;12;28
803,5;0;0;0;30;0;12;11;27;0;0;0
805,0;0;7;0;0;0;0;0;0;0;0;0
806,5;0;43;38;23;36;58;22;12;21;50;23
808,0;0;62;29;0;51;11;32;18;23;23;31
809,4;0;0;0;0;5;5;0;15;0;0;0
810,9;0;28;41;20;14;43;26;32;20;25;31
812,3;0;36;87;49;52;13;36;56;51;41;47
813,8;0;11;0;8;0;7;5;0;0;0;0
815,2;0;13;0;10;0;9;24;14;0;1;19
816,7;0;29;11;61;21;25;15;21;15;5;0
818,1;0;0;0;0;0;9;10;0;3;3;5
819,5;0;21;53;15;4;21;0;30;15;0;0
820,9;0;36;31;43;48;20;16;54;32;35;15
822,3;0;28;13;22;0;0;38;71;33;28;49
823,7;0;0;0;0;0;0;0;0;0;0;0
825,1;0;7;0;0;5;0;0;0;0;18;0
826,5;0;68;27;39;26;47;31;34;55;46;71
827,9;0;0;26;5;0;29;14;19;0;25;17
829,3;0;0;17;0;0;0;0;0;0;5;0
830,7;0;8;0;19;8;0;6;31;0;0;0
832,1;0;29;0;0;0;0;0;4;0;0;0
833,4;0;9;0;0;15;5;0;31;0;3;0
834,8;0;31;0;0;0;1;0;5;2;4;4
836,2;0;13;36;14;45;39;2;59;38;17;20
837,5;0;15;0;0;0;0;0;0;3;0;0
838,9;0;0;0;0;0;0;10;1;0;0;0
840,2;0;0;12;0;7;5;0;0;0;0;0
841,5;0;17;28;16;17;0;0;25;40;28;37
842,9;0;23;6;29;36;43;26;44;37;33;39
844,2;0;16;21;18;32;21;0;2;13;30;11
845,5;0;33;0;0;0;0;0;2;0;5;0
846,9;0;1;0;0;0;6;0;0;0;0;0
848,2;0;11;13;29;21;27;0;15;26;0;0
849,5;0;32;20;0;0;0;3;18;0;33;13
850,8;0;0;23;21;11;14;56;0;15;6;13
852,1;0;9;11;18;23;24;0;18;30;26;0
853,4;0;7;0;28;0;0;0;3;0;13;0
854,7;0;1;0;13;0;21;3;15;2;3;0
856,0;0;32;0;0;0;11;3;30;28;0;0
857,2;0;0;34;4;30;26;5;32;47;6;12
858,5;0;38;33;17;0;18;10;26;0;35;41
859,8;0;12;22;3;6;0;0;0;4;30;7
861,0;0;13;26;31;15;0;1;12;0;34;6
862,3;0;0;0;0;25;0;0;0;0;36;5
863,6;0;0;6;0;0;0;6;21;5;0;0
864,8;0;14;0;0;18;0;0;22;0;0;10
866,1;0;25;24;19;41;54;20;14;27;12;28
867,3;0;23;0;19;23;29;3;30;0;7;6
868,6;0;0;35;35;0;0;0;12;15;0;10
869,8;0;13;12;33;0;0;1;7;5;11;25
871,0;0;17;0;0;0;10;14;19;4;39;2
872,3;0;0;26;0;0;0;0;2;0;0;0
873,5;0;21;39;26;46;14;31;42;19;20;42
874,7;0;1;26;8;8;12;15;14;0;14;16
875,9;0;0;0;38;0;0;0;17;0;8;17
877,1;0;59;0;37;42;29;55;53;32;12;35
878,3;0;27;5;0;0;0;0;0;6;0;0
879,6;0;10;0;0;27;0;0;21;4;3;0
880,8;0;0;0;0;0;0;0;0;0;0;0
882,0;0;10;0;17;0;0;14;0;18;10;0
883,1;0;5;0;9;0;1;7;18;0;11;6
