Description
h7_3

Time;12:20:19.417;12:20:20.155;12:20:21.284;12:20:22.154;12:20:23.140;12:20:24.170;12:20:25.170;12:20:26.311;12:20:27.207;12:20:28.174;12:20:29.167
571,8;0;222;226;206;228;247;241;251;251;234;209
574,1;0;169;208;179;218;240;209;192;220;202;191
576,3;0;180;183;196;189;238;227;204;205;221;172
578,6;0;175;185;159;144;198;193;165;166;155;158
580,8;0;142;131;153;127;150;136;129;147;138;87
583,0;0;112;119;104;104;119;114;107;115;127;119
585,3;0;91;135;91;84;128;113;114;75;127;122
587,5;0;94;81;122;113;120;89;100;88;105;162
589,7;0;67;87;137;105;101;67;73;58;91;84
591,9;0;133;124;108;129;170;137;108;124;104;124
594,1;0;139;122;149;139;133;151;134;151;140;128
596,3;0;192;176;153;183;170;154;170;184;170;185
598,4;0;236;203;227;223;230;250;239;217;212;222
600,6;0;308;292;308;283;270;271;311;290;287;290
602,8;0;309;345;340;306;311;316;290;331;281;300
605,0;0;374;314;313;332;316;363;334;335;364;335
607,1;0;415;407;427;417;409;402;387;385;395;399
609,3;0;438;426;437;434;415;419;431;424;434;443
611,4;0;482;455;409;438;429;410;392;412;406;422
613,6;0;429;403;421;437;446;414;412;383;418;414
615,7;0;424;458;410;446;437;406;423;423;413;443
617,8;0;388;422;399;413;412;383;391;399;400;385
620,0;0;361;375;367;369;344;361;337;322;332;348
622,1;0;382;360;357;347;363;353;353;371;334;329
624,2;0;268;304;257;264;305;260;294;286;266;287
626,3;0;318;287;316;278;290;280;289;293;305;307
628,4;0;246;262;264;254;248;261;263;269;242;241
630,5;0;238;231;233;240;248;216;207;218;220;239
632,6;0;222;200;214;232;241;205;205;205;195;202
634,7;0;177;157;173;219;197;199;192;182;205;187
636,7;0;203;182;201;203;210;181;169;170;193;184
638,8;0;167;203;161;198;231;203;183;178;181;240
640,9;0;133;147;153;175;178;152;132;155;140;147
642,9;0;148;138;139;118;134;143;144;141;120;115
645,0;0;125;118;154;106;78;120;124;111;137;106
647,0;0;107;91;92;124;105;106;109;81;90;76
649,1;0;108;84;113;123;82;126;107;114;134;106
651,1;0;91;80;66;51;100;57;84;77;48;52
653,1;0;61;79;80;63;71;68;55;93;78;86
655,1;0;77;82;80;73;103;93;78;56;52;64
657,1;0;97;80;62;53;89;74;78;85;96;77
659,2;0;80;125;74;116;81;98;85;64;85;75
661,2;0;75;77;63;93;87;52;93;57;74;64
663,1;0;72;77;52;78;98;86;92;70;76;57
665,1;0;49;57;48;21;69;42;29;37;47;37
667,1;0;53;56;47;28;54;19;50;15;38;43
669,1;0;46;51;17;62;49;26;34;80;45;47
671,1;0;29;43;46;17;58;42;29;47;73;27
673,0;0;0;9;0;1;0;27;2;0;20;19
675,0;0;49;42;41;58;43;51;47;67;65;52
676,9;0;46;62;74;79;75;67;44;44;48;23
678,9;0;61;78;85;41;51;17;64;88;66;64
680,8;0;69;37;12;34;62;29;40;46;41;36
682,7;0;25;26;26;22;20;7;32;11;26;23
684,7;0;52;25;34;9;47;66;25;46;18;36
686,6;0;26;19;22;5;32;26;6;10;11;5
688,5;0;0;3;15;25;13;15;0;14;5;17
690,4;0;42;31;42;48;38;39;20;44;54;28
692,3;0;19;23;44;22;61;57;49;15;38;33
694,2;0;47;66;42;57;39;77;44;65;34;59
696,1;0;53;44;77;72;68;56;19;39;34;46
697,9;0;41;39;29;16;63;11;41;41;28;26
699,8;0;0;10;41;14;38;36;19;33;30;5
701,7;0;29;35;43;58;45;36;46;25;26;11
703,5;0;18;21;16;17;14;15;33;43;24;18
705,4;0;57;39;49;63;20;57;59;33;48;30
707,2;0;43;72;32;56;60;47;30;41;89;52
709,1;0;71;39;49;81;58;24;70;42;73;21
710,9;0;0;2;3;7;23;15;32;34;3;16
712,7;0;25;25;19;16;3;11;23;19;34;20
714,6;0;7;0;0;35;26;10;0;0;2;20
716,4;0;26;54;22;35;29;39;50;57;34;25
718,2;0;1;0;0;0;0;0;0;0;0;0
720,0;0;0;11;0;5;36;2;17;0;0;3
721,8;0;21;1;0;0;23;17;22;0;12;11
723,6;0;51;38;27;25;28;16;19;28;9;32
725,4;0;33;13;0;0;0;11;0;6;7;0
727,1;0;20;33;23;49;37;41;74;39;31;32
728,9;0;0;9;5;17;0;34;39;21;13;0
730,7;0;5;21;19;15;9;4;5;12;17;0
732,4;0;0;0;0;0;0;0;0;8;0;0
734,2;0;30;24;14;15;29;22;0;20;0;27
735,9;0;0;0;45;23;17;15;7;2;26;16
737,7;0;0;9;28;30;31;8;9;0;11;0
739,4;0;50;14;18;26;15;1;5;39;34;19
741,1;0;18;42;33;54;62;22;37;0;40;13
742,8;0;0;0;0;0;0;0;0;3;9;0
744,5;0;1;14;0;0;9;0;11;0;0;1
746,3;0;33;46;0;0;23;0;49;9;0;40
748,0;0;0;0;13;0;0;0;0;0;0;0
749,6;0;5;25;0;4;50;0;0;0;7;4
751,3;0;17;12;0;32;28;9;21;45;44;13
753,0;0;27;1;16;14;14;11;30;31;21;0
754,7;0;30;20;25;35;26;17;24;29;28;20
756,4;0;8;6;8;10;2;29;0;0;11;18
758,0;0;0;0;11;16;19;0;0;0;0;0
759,7;0;0;0;0;4;8;0;6;0;0;0
761,3;0;0;0;10;7;12;0;0;15;0;19
763,0;0;39;44;4;30;37;48;33;7;56;35
764,6;0;16;0;30;0;0;5;8;10;3;23
766,2;0;5;19;5;9;21;0;0;1;0;13
767,9;0;40;6;26;7;28;7;3;23;21;4
769,5;0;38;0;18;0;1;0;0;6;0;0
771,1;0;0;0;0;4;0;16;0;0;0;0
772,7;0;9;0;0;0;17;0;0;7;0;0
774,3;0;23;1;4;0;16;13;0;12;0;5
775,9;0;0;0;0;0;0;0;0;0;0;0
777,5;0;0;18;20;0;0;0;1;3;0;0
779,1;0;2;22;16;22;13;1;34;46;17;0
780,6;0;0;0;0;0;0;0;0;0;0;0
782,2;0;0;0;3;6;0;0;0;0;8;0
783,8;0;2;17;0;0;41;0;7;1;0;0
785,3;0;13;0;9;20;0;14;36;19;10;5
786,9;0;37;19;0;4;5;0;0;0;0;0
788,4;0;30;0;7;0;33;9;13;2;9;3
790,0;0;5;0;0;0;0;0;0;12;25;5
791,5;0;16;23;15;0;24;23;11;0;11;36
793,0;0;31;24;9;12;82;22;35;53;68;34
794,5;0;32;13;5;19;33;6;0;15;9;0
796,0;0;42;27;52;52;50;27;0;32;42;72
797,6;0;14;15;41;26;14;38;10;46;30;5
799,1;0;0;0;0;0;0;7;0;0;0;0
800,6;0;12;0;0;13;3;52;20;0;12;9
802,1;0;0;6;30;5;23;26;8;30;10;30
803,5;0;35;8;33;35;18;6;35;9;10;28
805,0;0;16;8;5;25;10;2;3;10;24;30
806,5;0;9;5;0;0;5;0;0;0;0;0
808,0;0;0;0;0;0;0;0;0;0;0;0
809,4;0;0;5;0;0;0;0;0;11;0;0
810,9;0;32;0;0;28;30;0;0;22;29;21
812,3;0;0;24;0;0;0;0;0;0;20;0
813,8;0;0;0;0;0;0;0;0;0;0;0
815,2;0;25;49;35;27;65;17;43;26;37;64
816,7;0;6;12;0;0;11;0;0;0;0;0
818,1;0;0;0;0;0;0;16;0;0;17;3
819,5;0;15;28;25;32;25;0;36;27;57;32
820,9;0;0;0;0;0;0;0;0;0;0;0
822,3;0;0;25;29;0;5;19;3;6;0;3
823,7;0;0;0;0;10;13;0;3;10;0;29
825,1;0;0;0;0;0;0;0;0;0;0;11
826,5;0;30;0;7;0;5;0;0;3;0;0
827,9;0;37;24;7;29;28;10;22;27;16;14
829,3;0;4;12;26;22;43;11;0;0;15;23
830,7;0;0;0;0;0;0;0;0;17;0;0
832,1;0;15;16;6;46;21;11;2;15;30;27
833,4;0;0;0;0;6;22;0;19;23;0;0
834,8;0;0;0;0;0;0;0;17;0;0;0
836,2;0;0;0;0;0;0;0;0;0;0;0
837,5;0;0;0;0;0;10;0;5;0;0;0
838,9;0;10;0;0;0;17;0;0;0;0;0
840,2;0;0;0;0;0;0;0;0;0;0;0
841,5;0;0;0;0;0;15;0;2;0;0;10
842,9;0;0;0;3;0;0;0;0;0;0;0
844,2;0;0;0;0;21;27;0;0;0;0;0
845,5;0;3;0;0;13;27;29;14;1;18;12
846,9;0;17;36;20;20;36;6;17;30;25;14
848,2;0;25;22;13;36;18;52;13;29;46;11
849,5;0;0;0;0;0;0;0;3;0;0;0
850,8;0;4;21;38;9;9;37;13;40;3;40
852,1;0;0;0;0;0;14;0;0;0;0;1
853,4;0;32;3;14;0;14;0;38;0;14;7
854,7;0;1;15;0;10;11;0;0;0;0;0
856,0;0;0;8;0;0;0;12;5;0;7;12
857,2;0;2;0;22;7;17;17;24;0;35;0
858,5;0;11;13;18;26;15;0;28;0;5;5
859,8;0;31;30;43;24;0;14;9;35;22;2
861,0;0;30;13;0;37;22;14;46;26;32;4
862,3;0;21;29;0;31;29;0;22;0;23;11
863,6;0;15;26;9;19;39;1;9;15;6;9
864,8;0;3;0;0;0;0;0;0;0;7;0
866,1;0;9;0;21;0;11;0;0;0;0;2
867,3;0;27;36;21;39;50;16;25;25;10;40
868,6;0;0;5;0;0;20;0;10;20;27;0
869,8;0;15;10;0;19;41;16;2;0;0;0
871,0;0;2;2;0;10;18;0;20;12;1;0
872,3;0;0;0;0;0;0;0;0;5;9;8
873,5;0;8;0;0;11;0;0;0;7;0;0
874,7;0;0;0;0;0;0;0;2;0;0;0
875,9;0;0;0;5;0;15;0;0;0;17;18
877,1;0;24;14;26;29;30;34;24;17;0;15
878,3;0;0;0;0;0;12;0;0;0;0;0
879,6;0;0;5;0;0;0;0;0;0;0;0
880,8;0;2;3;0;16;0;0;13;32;4;0
882,0;0;0;23;23;31;5;0;11;0;0;0
883,1;0;37;34;23;10;40;20;21;31;18;30
